species_name	bin_uri
Littorina littorea	BOLD:AAA1269
Littorina littorea	BOLD:AAA1269
Littorina littorea	BOLD:AAA1269
Littorina littorea	BOLD:AAA1269
Pareledone felix s.l.	BOLD:ABZ0293
Pareledone cf. prydzensis	BOLD:ABZ0293
Bathymodiolus puteoserpentis	BOLD:AAJ9825
Bathymodiolus azoricus	BOLD:AAJ9850
Bathymodiolus thermophilus	BOLD:AAB2512
Bathymodiolus azoricus	BOLD:AAJ9850
Neritina dilatata	BOLD:AAM1249
Neritina dilatata	BOLD:AAM1249
Neritina dilatata	BOLD:AAM1249
Neritina canalis	BOLD:AAA3566
Neritina canalis	BOLD:AAA3566
Neritina canalis	BOLD:AAA3566
Neritina canalis	BOLD:AAA3566
Neritina canalis	BOLD:AAA3566
Theodoxus danubialis	BOLD:ACF4500
Vertigo arizonensis	BOLD:AAM3497
Vertigo hannai	BOLD:AAM3511
Vertigo hannai	BOLD:AAM3511
Xerocrassa mesostena	BOLD:AAM1337
Xerocrassa mesostena	BOLD:AAM1345
Xerocrassa mesostena	BOLD:AAM1349
Arion occultus	BOLD:AAM4931
Plaxiphora albida	BOLD:AAB0111
Cerastoderma glaucum	BOLD:AAA3078
Cerastoderma glaucum	BOLD:AAA3078
Cellana tramoserica	BOLD:AAA6782
Cellana tramoserica	BOLD:AAA6782
Cellana tramoserica	BOLD:AAA6782
Elona quimperiana	BOLD:AAA4530
Elona quimperiana	BOLD:AAA4530
Natalina cafra	BOLD:AAB5766
Natalina beyrichi	BOLD:AAD6548
Cellana mazatlandica	BOLD:AAD2518
Cellana stellifera	BOLD:AAW6214
Lozekia deubeli	BOLD:AAB8152
Kovacsia kovacsi	BOLD:AAB5099
Pomacea insularum	BOLD:AAA2992
Pomacea diffusa	BOLD:ACF2182
Pomacea insularum	BOLD:AAA2992
Pomacea canaliculata	BOLD:ACE7418
Morula marginalba	BOLD:AAB3729
Bembicium nanum	BOLD:AAA6768
Bythinella compressa	BOLD:AAB6639
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Bythinella austriaca	BOLD:AAA4467
Sulcospira testudinaria	BOLD:AAM2168
Brotia sp. 6 FK-2009	BOLD:AAW6937
Brotia binodosa	BOLD:ACF3542
Brotia binodosa	BOLD:AAD9349
Brotia armata	BOLD:ACF3542
Brotia armata	BOLD:AAD9349
Pareledone charcoti	BOLD:ABZ0293
Pareledone albimaculata	BOLD:ABZ0293
Pareledone cornuta	BOLD:ABZ0293
Pareledone charcoti	BOLD:ABZ0293
Pareledone albimaculata	BOLD:ABZ0293
Pareledone cornuta	BOLD:ABZ0293
Pareledone subtilis	BOLD:ABZ0293
Bathytoma atractoides	BOLD:AAA8047
Bathytoma stenos	BOLD:AAB5593
Bathytoma atractoides	BOLD:AAA8047
Bathytoma tippetti	BOLD:AAB6635
Bathytoma stenos	BOLD:AAB5594
Octopus oliveri	BOLD:AAW9976
Callistoctopus ornatus	BOLD:AAI6847
Patella sp. OLU123	BOLD:AAA9282
Patella rustica	BOLD:AAA9280
Patella ferruginea	BOLD:AAA8123
Platevindex mortoni	BOLD:AAM1753
Onchidium struma nom. nud.	BOLD:AAM1752
Granaria stabili	BOLD:ABA2626
Geukensia demissa	BOLD:AAA4301
Crassostrea virginica	BOLD:AAA3345
Crassostrea virginica	BOLD:AAA3345
Crassostrea virginica	BOLD:AAA3345
Mytilopsis sallei	BOLD:AAA5806
Mytilopsis sallei	BOLD:AAA5806
Mytilus coruscus	BOLD:AAB1503
Sinonovacula constricta	BOLD:AAA2942
Sinonovacula constricta	BOLD:AAA2943
Sinonovacula constricta	BOLD:AAA2942
Austrodoris kerguelenensis	BOLD:AAA4061
Austrodoris kerguelenensis	BOLD:AAA4078
Austrodoris kerguelenensis	BOLD:AAA4070
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Mexacanthina lugubris	BOLD:AAA8792
Mexacanthina lugubris	BOLD:AAA8792
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Concholepas concholepas	BOLD:AAA1261
Dendropoma petraeum	BOLD:AAB2636
Littoraria irrorata	BOLD:AAA3283
Littoraria irrorata	BOLD:AAA3283
Tritia obsoleta	BOLD:AAA3780
Lophiotoma cf. indica 8NP	BOLD:AAA4050
Gemmula hastula	BOLD:AAE6387
Lophiotoma cf. unedo 3NP	BOLD:AAB1702
Gemmula cf. cosmoi 1NP	BOLD:AAA5245
Lophiotoma cf. unedo 1NP	BOLD:AAD4796
Gemmula cf. cosmoi 1NP	BOLD:AAA5245
Turridrupa astricta	BOLD:AAE8206
Gemmula speciosa	BOLD:AAC8610
Gemmula sp. 17NP	BOLD:AAA4888
Lophiotoma panglaoensis	BOLD:ABZ1995
Gemmula cf. martini	BOLD:AAD3440
Lophiotoma brevicaudata	BOLD:AAB4069
Gemmula sp. 7NP	BOLD:AAB6413
Lophiotoma acuta	BOLD:AAA3667
Gemmula sp. 17NP	BOLD:AAA4888
Lophiotoma albina	BOLD:AAE0656
Gemmula sp. 17NP	BOLD:AAA4888
Gemmula sp. 17NP	BOLD:AAA4888
Gemmula sp. 7NP	BOLD:AAB6413
Lophiotoma acuta	BOLD:AAA3667
Gemmula cf. hombroni 2NP	BOLD:AAB7122
Gemmula cf. hombroni 2NP	BOLD:AAB7122
Gemmula sp. 12NP	BOLD:AAB4359
Gemmula sp. 12NP	BOLD:AAB4359
Lophiotoma cf. unedo 4NP	BOLD:AAA5536
Gemmula sp. 17NP	BOLD:AAA4888
Gemmula sp. 7NP	BOLD:AAB6413
Gemmula sp. 7NP	BOLD:AAB6413
Uroteuthis chinensis	BOLD:AAB5881
Unio cf. crassus AM-2007	BOLD:AAD2110
Unio cf. crassus AM-2007	BOLD:AAD2110
Mactra veneriformis	BOLD:AAB4298
Crassostrea iredalei	BOLD:AAB5109
Satsuma largillierti	BOLD:AAA2973
Satsuma largillierti	BOLD:AAA2973
Satsuma eucosmia	BOLD:AAA2677
Satsuma eucosmia	BOLD:AAA2677
Abida secale	BOLD:AAA3725
Abida secale	BOLD:AAA3705
Abida bigerrensis	BOLD:AAE9013
Arianta arbustorum	BOLD:ABZ1670
Arianta arbustorum	BOLD:ABZ1670
Arianta arbustorum	BOLD:ABY4765
Arianta arbustorum	BOLD:ACF1511
Pomacea canaliculata	BOLD:ACE7418
Pomacea canaliculata	BOLD:AAA3844
Pomacea canaliculata	BOLD:ACE7418
Patelloida corticata	BOLD:AAB7624
Notoacmea scopulina	BOLD:AAF2729
Notoacmea pileopsis	BOLD:AAC2501
Notoacmea cellanoides	BOLD:AAC2500
Notoacmea badia	BOLD:AAD8545
Conus miliaris	BOLD:AAA2637
Conus miliaris	BOLD:AAA2637
Conus miliaris	BOLD:AAA2637
Conus miliaris	BOLD:AAA2637
Conus miliaris	BOLD:AAA2637
Bythinella sp. 6 AF-2009	BOLD:AAB3971
Bythinella sp. 2 AF-2009	BOLD:AAC2230
Bythinella sp. 2 AF-2009	BOLD:AAC2231
Bythinella dacica	BOLD:AAA9146
Bythinella dacica	BOLD:AAA9146
Bythinella dacica	BOLD:AAA9146
Littoraria irrorata	BOLD:AAA3283
Lophiotoma cf. unedo 4NP	BOLD:AAA5536
Gemmula sp. 11NP	BOLD:AAB5502
Gemmula cf. cosmoi 1NP	BOLD:AAA5245
Gemmula cf. cosmoi 1NP	BOLD:AAA5245
Lophiotoma cf. unedo 4NP	BOLD:AAA5536
Gemmula sp. 14NP	BOLD:AAB1456
Conus comatosa	BOLD:AAS0151
Margaritifera marocana	BOLD:AAM2644
Margaritifera marocana	BOLD:AAM2644
Lepetodrilus ovalis	BOLD:AAC0071
Lepetodrilus elevatus	BOLD:AAA9675
Lepetodrilus elevatus	BOLD:AAA9675
Lepetodrilus elevatus	BOLD:AAA9675
Lepetodrilus elevatus	BOLD:AAA9675
Lepetodrilus elevatus	BOLD:AAA9675
Lepetodrilus elevatus	BOLD:AAC1382
Lepetodrilus elevatus	BOLD:AAC1382
Lepetodrilus elevatus	BOLD:AAC1382
Lepetodrilus elevatus	BOLD:AAC1382
Eulepetopsis vitrea	BOLD:AAY3497
Eulepetopsis vitrea	BOLD:AAY3497
Eulepetopsis vitrea	BOLD:AAY3497
Eulepetopsis vitrea	BOLD:AAY3497
Eulepetopsis vitrea	BOLD:AAY3497
Elliptio dariensis	BOLD:AAB3266
Elliptio dariensis	BOLD:AAB3266
Perna indica	BOLD:AAE6446
Sepia pharaonis	BOLD:ACB8108
Sepia pharaonis	BOLD:AAJ7637
Conus zonatus	BOLD:ACB8040
Calliostoma antonii	BOLD:ACB6952
Calliostoma consors	BOLD:AAW8761
Alcyna ocellata	BOLD:ACB8410
Clanculus jussieui	BOLD:ACB6936
Geukensia demissa	BOLD:AAA4301
Crassostrea sp. HL-2008	BOLD:AAI9053
Crassostrea virginica	BOLD:AAA3345
Crassostrea virginica	BOLD:AAA3345
Haliotis corrugata	BOLD:AAD5638
Bellamya crawshayi	BOLD:AAF0010
Elysia sp. 1 KH-2007	BOLD:AAM7926
Elysia ornata	BOLD:AAM5939
Elysia pusilla	BOLD:AAX7677
Lanistes ovum	BOLD:AAM2066
Lanistes ovum	BOLD:AAM2067
Baicalia carinatocostata	BOLD:ACE8464
Baicalia carinatocostata	BOLD:ABZ6530
Baicalia carinatocostata	BOLD:ABZ6530
Conus ebraeus	BOLD:AAA4120
Eucleoteuthis luminosa	BOLD:AAX8060
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Mytilus trossulus	BOLD:AAB7148
Corculum cardissa	BOLD:AAM2451
Fragum sueziense	BOLD:ADK5768
Cittarium pica	BOLD:ADD6546
Cellana toreuma	BOLD:AAI7335
Meghimatium pictum	BOLD:AAM2197
Meghimatium pictum	BOLD:AAM2198
Sonorella macrophallus	BOLD:AAM1512
Sonorella imitator	BOLD:AAM1513
Limax cinereoniger	BOLD:AAM2815
Limax cinereoniger	BOLD:ACH6412
Chondrina lusitanica	BOLD:AAM8916
Chondrina farinesii	BOLD:AAM2111
Elliptio dariensis	BOLD:AAB3266
Elliptio dariensis	BOLD:AAB3266
Ortmanniana ligamentina	BOLD:AAE1763
Potamilus alatus	BOLD:AAE3348
Adelieledone polymorpha	BOLD:AAA4392
Pareledone cornuta	BOLD:ABZ0293
Pareledone sp. 1 EABU-2010	BOLD:ABZ0293
Pareledone turqueti	BOLD:AAA1668
Cyclophorus formosaensis	BOLD:ACB7744
Cyclophorus formosaensis	BOLD:AAC6297
Cyclophorus formosaensis	BOLD:ACB7127
Cyclophorus formosaensis	BOLD:AAC6296
Cyclophorus friesianus	BOLD:AAI9555
Cyclophorus latus	BOLD:ACF2897
Cyclophorus latus	BOLD:ACF0102
Nassarius acuminatus	BOLD:ACB7149
Olivella biplicata	BOLD:ACB8152
Helix aspersa	BOLD:AAZ0387
Limax sp. Bonifatu	BOLD:ACB7282
Lottia austrodigitalis	BOLD:ACB7155
Lottia paradigitalis	BOLD:AAV0527
Calliostoma ligatum	BOLD:AAZ4583
Tegula funebralis	BOLD:AAV0529
Katharina tunicata	BOLD:AAA6715
Katharina tunicata	BOLD:AAA6715
Crassostrea belcheri	BOLD:AAI9058
Crassostrea belcheri	BOLD:AAI9058
Potamopyrgus antipodarum	BOLD:ABY5556
Nucella ostrina	BOLD:AAA4209
Nucella ostrina	BOLD:AAA4209
Conus tessulatus	BOLD:AAS0138
Conus circumcisus	BOLD:AAJ7175
Cirroctopus sp. EABU-2010	BOLD:AAG0750
Pareledone turqueti	BOLD:AAA1668
Dendropoma gregarium	BOLD:ACB8479
Dendropoma gregarium	BOLD:ACB7638
Dendropoma gregarium	BOLD:ACB7632
Dendropoma meroclista	BOLD:ACB7358
Dendropoma platypus	BOLD:ACB8354
Dendropoma platypus	BOLD:ACB7250
Dendropoma platypus	BOLD:ACB7239
Dendropoma rhyssoconcha	BOLD:ACB8176
Thylacodes variabilis	BOLD:ACB8566
Thylacodes variabilis	BOLD:ACB7491
Thylacodes variabilis	BOLD:ACB8566
Nipponotrophon echinus	BOLD:ACB7875
Thais luteostoma	BOLD:ACB7390
Thais luteostoma	BOLD:ACB7390
Dermatobranchus sp. 21 MP-2010	BOLD:ACB8680
Melibe digitata	BOLD:ACB7553
Melibe rosea	BOLD:ACB7555
Pseudunela viatoris	BOLD:ACB8163
Melampus bidentatus	BOLD:ACM2524
Melampus bidentatus	BOLD:ACM2524
Gastrocopta procera	BOLD:AAZ1261
Amplirhagada gemina	BOLD:ACB8706
Galba neotropica	BOLD:ACF5140
Radix auricularia	BOLD:AAD6712
Bulinus tropicus	BOLD:ACS6400
Osilinus articulatus	BOLD:ACB7364
Osilinus lineatus	BOLD:AAO2227
Phorcus mutabilis	BOLD:ACB7229
Lunella coreensis	BOLD:AAE3868
Pinctada maxima	BOLD:ACB3526
Pinctada fucata	BOLD:AAY3639
Sassia remensa	BOLD:AAA2649
Sassia remensa	BOLD:AAA2649
Sassia remensa	BOLD:AAA2649
Sassia remensa	BOLD:AAA2649
Alcithoe aillaudorum	BOLD:AAA7533
Alcithoe aillaudorum	BOLD:ABY8250
Nassaria sp. 1	BOLD:AAA2401
Nassaria sp. 1	BOLD:AAA2401
Nassaria sp. 1	BOLD:AAA2401
Chicoreus subpalmatus	BOLD:AAA6865
Chicoreus subpalmatus	BOLD:AAA6865
Nassaria sp. 1	BOLD:AAA2401
Nassaria sp. 1	BOLD:AAA2401
Idas sp. G	BOLD:AAB5239
Idas sp. E	BOLD:AAA7475
Idas sp. F	BOLD:AAB0137
Idas sp. S1	BOLD:AAB3056
Idas sp. S2	BOLD:AAB3056
Idas sp. P	BOLD:AAB9225
Adipicola iwaotakii	BOLD:AAA7140
Carychium sp.	BOLD:AAL9852
Carychium cf. pessimum	BOLD:AAL6376
Carychium cf. pessimum	BOLD:AAL6376
Carychium nannodes	BOLD:AAL6802
Pareledone cf. turqueti	BOLD:AAA1668
Pareledone turqueti	BOLD:AAA1668
Pareledone cf. turqueti	BOLD:AAA1668
Pareledone turqueti	BOLD:AAA1668
Pareledone cf. turqueti	BOLD:AAA1668
Pareledone cf. turqueti	BOLD:AAA1668
Pareledone cf. turqueti	BOLD:AAA1668
Pareledone cf. turqueti	BOLD:AAA1668
Genota sp.	BOLD:AAY1194
Lovellona atramentosa	BOLD:AAX6506
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio hopetonensis	BOLD:AAB3266
Elliptio icterina	BOLD:AAB3266
Elliptio icterina	BOLD:AAB3266
Elliptio icterina	BOLD:AAB3266
Meretrix lyrata	BOLD:AAH7529
Meretrix meretrix	BOLD:AAO5535
Paphia undulata	BOLD:AAO8673
Saxidomus purpuratus	BOLD:AAI0674
Unio ravoisieri	BOLD:ACB7842
Unio ravoisieri	BOLD:ACB7842
Tegillarca granosa	BOLD:AAA8682
Sepia esculenta	BOLD:AAE9622
Amphioctopus aegina	BOLD:AAM5036
Mauritia arabica	BOLD:AAC4112
Daphniola exigua	BOLD:AAF7110
Pyrgulopsis bruneauensis	BOLD:ACF3808
Oncomelania hupensis	BOLD:AAW4494
Bivetia jayana	BOLD:AAN2821
Conus chaldaeus	BOLD:ACB7717
Conus chaldaeus	BOLD:ACB7717
Conus lividus	BOLD:AAO6206
Conus lividus	BOLD:AAO6206
Conus sanguinolentus	BOLD:ACB8444
Conus sanguinolentus	BOLD:ACB8444
Drupella margariticola	BOLD:AAD8264
Cerithidea rhizophorarum	BOLD:AAB1673
Cerithidea sp. YS-2011	BOLD:AAB4911
Turritella terebra	BOLD:ACB7650
Janolus fuscus	BOLD:AAZ5821
Doris sp. CCS-2010	BOLD:AAO8247
Naranjia cf. sp. (Bangkok)	BOLD:ACB7495
Partula taeniata	BOLD:ACB7768
Oestophora silvae	BOLD:ACB7105
Nacella flammea	BOLD:AAA3752
Nacella magellanica	BOLD:AAA3752
Cryptoplax japonica	BOLD:AAR4982
Gibbula adansonii	BOLD:ABU8260
Gibbula turbinoides	BOLD:ABU8000
Gibbula turbinoides	BOLD:ABU8000
Meretrix petechialis	BOLD:AAC6197
Pinctada maxima	BOLD:ACB3526
Enteroctopus dofleini	BOLD:AAF8057
Enteroctopus dofleini	BOLD:AAF8057
Enteroctopus dofleini	BOLD:AAF8057
Enteroctopus dofleini	BOLD:AAF8057
Enteroctopus dofleini	BOLD:AAF8057
Enteroctopus dofleini	BOLD:AAF8057
Oncomelania hupensis	BOLD:AAW4487
Oncomelania hupensis	BOLD:AAW4494
Oncomelania hupensis	BOLD:AAW4487
Drupa albolabris	BOLD:ACB7183
Drupa speciosa	BOLD:ACB8026
Thais rufotincta	BOLD:ACB7301
Thalessa savignyi	BOLD:ACB7559
Rhagada elachystoma	BOLD:ACB7231
Rhagada globosa	BOLD:ACB7192
Theba cf. clausoinflata	BOLD:ACF2493
Theba sp. 2 CG-2011	BOLD:ACB8423
Plakobranchus ocellatus	BOLD:ACB7131
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Nacella magellanica	BOLD:AAA3752
Nacella magellanica	BOLD:AAA3752
Nacella magellanica	BOLD:AAA3752
Lunella sp. Fiji	BOLD:ACB7506
Lunella sp. NW Australia	BOLD:AAD3793
Glycymeris rotunda	BOLD:AAY0659
Eurynia dilatata	BOLD:AAF4991
Adriohydrobia gagatinella	BOLD:AAA8720
Hydrobia acuta	BOLD:AAA4943
Oncomelania hupensis	BOLD:AAW4486
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Arctomelon stearnsii	BOLD:AAJ7834
Eubaicalia herderiana	BOLD:AAX8087
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Austrovenus stutchburyi	BOLD:AAE6186
Pyramidula pusilla	BOLD:ADC9521
Pyramidula saxatilis	BOLD:ADJ1096
Pyramidula saxatilis	BOLD:ADJ1096
Stenosemus albus	BOLD:AAC6941
Trichotropis cancellata	BOLD:ABA6567
Alia carinata	BOLD:AAZ4577
Nassarius mendicus	BOLD:ACZ6969
Amphissa columbiana	BOLD:ABV9130
Fissurella volcano	BOLD:ADC7180
Crepidula onyx	BOLD:ACV0886
Stauroteuthis syrtensis	BOLD:AAJ5099
Nautilus pompilius	BOLD:AAG4585
Macridiscus aequilatera	BOLD:AAO8016
Octopus insularis	BOLD:ADI2098
Villosa vanuxemensis	BOLD:AAH7738
Corbicula sp. 24Le3	BOLD:AAC2296
Hydrobia glyca	BOLD:AAA5645
Pyrgulopsis turbatrix	BOLD:AAA5605
Nucella lapillus	BOLD:AAA2142
Uroteuthis edulis	BOLD:AAB8873
Georissa similis	BOLD:ADF7847
Georissa similis	BOLD:ADF7851
Georissa nephrostoma	BOLD:ADF6185
Georissa similis	BOLD:ADF7849
Plectostoma concinnum	BOLD:ADL5092
Plectostoma concinnum	BOLD:ADL4633
Georissa similis	BOLD:ADL2787
Plectostoma concinnum	BOLD:ACB4600
Plectostoma concinnum	BOLD:ADL4230
Alycaeus jagori	BOLD:ADL5433
Cellana radiata	BOLD:AAC0527
Nassarius cuvierii	BOLD:AAO7004
Paphies ventricosa	BOLD:AAK5282
Haminoea sp.	BOLD:AAO8838
Triopha catalinae	BOLD:ABU5839
Bolma pseudobathyraphis	BOLD:AAO4987
Bolma henica	BOLD:AAO6144
Bolma henica	BOLD:AAO5073
Bolma henica	BOLD:ADK5513
Atlanta frontieri	BOLD:ACA9301
Atlanta frontieri	BOLD:ACA9301
Atlanta helicinoidea	BOLD:ADH1585
Atlanta inclinata	BOLD:ACQ5605
Atlanta inflata	BOLD:ADG9361
Atlanta meteori	BOLD:ADG9840
Atlanta meteori	BOLD:ADG9840
Atlanta oligogyra	BOLD:ADH1567
Atlanta peronii	BOLD:ADH1326
Atlanta plana	BOLD:ADH3042
Atlanta plana	BOLD:ADH2740
Atlanta selvagensis	BOLD:ACZ0738
Atlanta turriculata	BOLD:ADH1597
Kondakovia longimana	BOLD:AAC5374
Radix sp. 1	BOLD:ACH9751
Corbicula fluminea	BOLD:ACF5867
Radix sp. 1	BOLD:ACH9751
Ocinebrina cf. edwardsii	BOLD:ACD7012
Ocinebrina lurida	BOLD:ABW8526
Fusitriton oregonensis	BOLD:AAY4099
Nassarius mendicus	BOLD:ACZ6969
Epitonium sawinae	BOLD:ACZ8732
Alia carinata	BOLD:AAZ4577
Alia carinata	BOLD:AAZ4577
Crepidula adunca	BOLD:ADA0035
Amphissa columbiana	BOLD:ABV9130
Crepidula adunca	BOLD:ADA0035
Nucella ostrina	BOLD:AAA4209
Cancellaria boucheti	BOLD:AAN3702
Homalopoma luridum	BOLD:AAZ5773
Ocinebrina interfossa	BOLD:ABW8525
Nucella lamellosa	BOLD:AAA4445
Coralliophila caribaea	BOLD:ACX1841
Euconulus fulvus	BOLD:AAG1555
Arianta arbustorum	BOLD:AAA1639
Batillaria zonalis	BOLD:AAA7589
Crepidula convexa	BOLD:AAA6655
Ancylus fluviatilis	BOLD:ACE7929
Zoogenetes harpa	BOLD:AAG1586
Tegula funebralis	BOLD:AAV0529
Haliotis kamtschatkana	BOLD:AAA2369
Lymnaea peregra	BOLD:AAN9288
Sepioteuthis lessoniana	BOLD:ADW2640
Calyptogena sp.	BOLD:AAB1191
Nucula proxima	BOLD:AAX5704
Pseudomulleria dalyi	BOLD:AAX7111
Gonidea angulata	BOLD:AAD6306
Margaritifera margaritifera	BOLD:AAA8986
Arianta arbustorum	BOLD:AAA1641
Inchoatia inchoata	BOLD:AAD8616
Hydrobia glyca	BOLD:AAA5645
Hydrobia glyca	BOLD:AAA5645
Hydrobia glyca	BOLD:AAA5645
Nucella canaliculata	BOLD:AAZ4580
Nucella canaliculata	BOLD:AAZ4580
Littorina obtusata	BOLD:AAA7469
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Oncomelania hupensis	BOLD:AAW4485
Littorina littorea	BOLD:AAA1269
Littorina littorea	BOLD:AAA1269
Nuttallia olivacea	BOLD:ACH6718
Moroteuthopsis longimana	BOLD:AAC5374
Onykia loennbergii	BOLD:AAX4400
Corbicula japonica	BOLD:AAC3963
Meretrix lusoria	BOLD:AAD4072
Meretrix lusoria	BOLD:AAD4072
Newnesia antarctica	BOLD:AAN6576
Uroteuthis edulis	BOLD:AAB8873
Drupella fragum	BOLD:AAE1638
Golikovia fukueae	BOLD:AAY0975
Cerithidea djadjariensis	BOLD:AAB1673
Patelloida pygmaea	BOLD:AAB1669
Chlorostoma turbinatum	BOLD:AAI1477
Lunella coreensis	BOLD:AAE3868
Monodonta australis	BOLD:ACB7257
Mytilus galloprovincialis	BOLD:AAB1503
Thais luteostoma	BOLD:ACB7390
Elysia atroviridis	BOLD:ACI2277
Sepioteuthis lessoniana	BOLD:AAA9505
Musculista senhousia	BOLD:AAB4685
Cellana nigrolineata	BOLD:ADK7567
Cellana nigrolineata	BOLD:ADK7567
Littorina mandshurica	BOLD:ACB8237
Bursa granularis	BOLD:ABX8503
Bursa granularis	BOLD:ABX7785
Bursa granularis	BOLD:ABX7785
Bursa granularis	BOLD:ABX8503
Conus coronatus	BOLD:ACL5468
Sepiella inermis	BOLD:AAD8673
Sepioteuthis lessoniana	BOLD:AAA9505
Nacella magellanica	BOLD:AAA3752
Nacella deaurata	BOLD:AAA3752
Nacella kerguelenensis	BOLD:AAM3459
Nacella edgari	BOLD:AAM3461
Nacella macquariensis	BOLD:AAM3461
Corbicula sp. Jpn6	BOLD:AAC3963
Achatinella mustelina	BOLD:ABZ6506
Hydrobia sp. TW 98.01	BOLD:AAF0848
Hydrobia glyca	BOLD:AAA5645
Hydrobia glyca	BOLD:AAA5645
Littorina obtusata	BOLD:AAA7469
Tylomelania sp.	BOLD:AAB9801
Cepaea nemoralis	BOLD:AAG1590
Cepaea nemoralis	BOLD:ACH5084
Cepaea nemoralis	BOLD:ACH6475
Cepaea nemoralis	BOLD:ADK1000
Arctica islandica	BOLD:AAJ7909
Argopecten irradians	BOLD:AAE6155
Bursa latitudo	BOLD:AAA8610
Bursa fijiensis	BOLD:AAB0172
Paphia gallus	BOLD:AAK5288
Marcia marmorata	BOLD:AAO7359
Ruditapes variegata	BOLD:AAH7873
Antigona lamellaris	BOLD:AAJ2504
Paphia gallus	BOLD:AAK5288
Marcia japonica	BOLD:AAK7715
Mactra sp.	BOLD:ACH8793
Psammotaea elongata	BOLD:ACQ2021
Uroteuthis chinensis	BOLD:AAB5881
Uroteuthis chinensis	BOLD:AAB5881
Modiolus kurilensis	BOLD:ACV6375
Dosinia corrugata	BOLD:AAO5907
Conus lividus	BOLD:AAO6206
Plakobranchus ocellatus	BOLD:ACH4499
Callistoctopus luteus	BOLD:AAF5624
Elysia atroviridis	BOLD:ACI2277
Elysia atroviridis	BOLD:ACI2277
Clanculus margaritarius	BOLD:ACB7049
Cellana radiata	BOLD:AAC0533
Cellana toreuma	BOLD:AAI7335
Cellana toreuma	BOLD:AAI7335
Sthenoteuthis oualaniensis	BOLD:AAA8934
Geomalacus maculosus	BOLD:ACW0756
Contradens contradens	BOLD:ACV8215
Prisodontopsis mweruensis	BOLD:ACH6284
Popenaias popeii	BOLD:AAF0409
Popenaias popeii	BOLD:AAF0409
Popenaias popeii	BOLD:AAF0409
Popenaias popeii	BOLD:AAF0409
Popenaias popeii	BOLD:AAF0409
Unio crassus	BOLD:AAF5083
Damochlora millepunctata	BOLD:ACV9613
Satsuma ferruginea	BOLD:ACV7724
Satsuma ferruginea	BOLD:ACV8253
Satsuma ferruginea	BOLD:ACV7727
Siphonaria pectinata	BOLD:ACF0856
Bellamya aeruginosa	BOLD:AAW2867
Bellamya quadrata	BOLD:ACV7363
Ladislavella terebra	BOLD:ACV6634
Lymnaea stagnalis	BOLD:ACB6957
Radix zazurnensis	BOLD:ACI0501
Physa sp.	BOLD:ACP6563
Conus andremenezi	BOLD:ACQ3097
Conus mitratus	BOLD:ACP9867
Conus pertusus	BOLD:ACL5463
Conus thalassiarchus	BOLD:ACQ0826
Murex trapa	BOLD:ACI2167
Polystira nobilis	BOLD:ACV7863
Dendrodoris arborescens	BOLD:ACW0541
Doto sp.	BOLD:ACB8527
Acanthodoris pina	BOLD:ACV6180
Knoutsodonta depressa	BOLD:ACV7757
Onchidoris loveni	BOLD:AAD2874
Allognathus hispanicus	BOLD:ACW0476
Allognathus hispanicus	BOLD:ACV9350
Chilostoma cingulatum	BOLD:ACV9261
Chilostoma trizona	BOLD:ACW0672
