bin_uri	species_per_bin
BOLD:ABZ3207	1
BOLD:ABZ3208	1
BOLD:ABZ3209	1
BOLD:ABZ3211	1
BOLD:ABZ3216	1
BOLD:ABZ3217	1
BOLD:ABZ3219	1
BOLD:ABZ3222	1
BOLD:ABZ3223	1
BOLD:ABZ3224	1
BOLD:ABZ3232	1
BOLD:ABZ3237	1
BOLD:ABZ3238	1
BOLD:ABZ3239	1
BOLD:ABZ3241	1
BOLD:ABZ3251	1
BOLD:ABZ3256	1
BOLD:ABZ3258	2
BOLD:ABZ3259	1
BOLD:ABZ3261	1
BOLD:ABZ3267	1
BOLD:ABZ3274	1
BOLD:ABZ3276	1
BOLD:ABZ3288	1
BOLD:ABZ3290	2
BOLD:ABZ3294	1
BOLD:ABZ3296	1
BOLD:ABZ3297	2
BOLD:ABZ3303	1
BOLD:ABZ3304	1
BOLD:ABZ3307	1
BOLD:ABZ3312	2
BOLD:ABZ3313	2
BOLD:ABZ3317	1
BOLD:ABZ3321	1
BOLD:ABZ3324	1
BOLD:ABZ3331	2
BOLD:ABZ3332	1
BOLD:ABZ3334	1
BOLD:ABZ3336	2
BOLD:ABZ3338	1
BOLD:ABZ3346	1
BOLD:ABZ3348	1
BOLD:ABZ3349	1
BOLD:ABZ3350	2
BOLD:ABZ3351	1
BOLD:ABZ3352	1
BOLD:ABZ3353	1
BOLD:ABZ3359	1
BOLD:ABZ3361	2
BOLD:ABZ3363	2
BOLD:ABZ3374	2
BOLD:ABZ3376	1
BOLD:ABZ3377	1
BOLD:ABZ3378	1
BOLD:ABZ3380	1
BOLD:ABZ3381	1
BOLD:ABZ3383	2
BOLD:ABZ3396	1
BOLD:ABZ3397	1
BOLD:ABZ3398	1
BOLD:ABZ3408	1
BOLD:ABZ3409	3
BOLD:ABZ3413	1
BOLD:ABZ3415	1
BOLD:ABZ3416	1
BOLD:ABZ3418	1
BOLD:ABZ3421	1
BOLD:ABZ3423	1
BOLD:ABZ3424	1
BOLD:ABZ3426	3
BOLD:ABZ3427	1
BOLD:ABZ3428	1
BOLD:ABZ3430	2
BOLD:ABZ3432	1
BOLD:ABZ3435	1
BOLD:ABZ3440	2
BOLD:ABZ3443	1
BOLD:ABZ3445	1
BOLD:ABZ3447	1
BOLD:ABZ3448	1
BOLD:ABZ3450	2
BOLD:ABZ3454	3
BOLD:ABZ3455	1
BOLD:ABZ3456	1
BOLD:ABZ3458	1
BOLD:ABZ3462	1
BOLD:ABZ3471	1
BOLD:ABZ3472	1
BOLD:ABZ3480	1
BOLD:ABZ3482	2
BOLD:ABZ3487	1
BOLD:ABZ3492	1
BOLD:ABZ3499	1
BOLD:ABZ3503	1
BOLD:ABZ3509	1
BOLD:ABZ3513	1
BOLD:ABZ3514	1
BOLD:ABZ3516	1
BOLD:ABZ3519	1
BOLD:ABZ3520	1
BOLD:ABZ3521	1
BOLD:ABZ3522	1
BOLD:ABZ3530	1
BOLD:ABZ3533	1
BOLD:ABZ3537	2
BOLD:ABZ3538	3
BOLD:ABZ3542	1
BOLD:ABZ3543	1
BOLD:ABZ3548	1
BOLD:ABZ3549	1
BOLD:ABZ3551	2
BOLD:ABZ3554	1
BOLD:ABZ3563	1
BOLD:ABZ3567	1
BOLD:ABZ3570	1
BOLD:ABZ3573	1
BOLD:ABZ3578	1
BOLD:ABZ3581	1
BOLD:ABZ3583	2
BOLD:ABZ3586	1
BOLD:ABZ3589	1
BOLD:ABZ3590	1
BOLD:ABZ3593	1
BOLD:ABZ3595	3
BOLD:ABZ3596	1
BOLD:ABZ3599	3
BOLD:ABZ3601	1
BOLD:ABZ3602	1
BOLD:ABZ3603	1
BOLD:ABZ3608	1
BOLD:ABZ3617	1
BOLD:ABZ3618	1
BOLD:ABZ3620	1
BOLD:ABZ3631	1
BOLD:ABZ3640	1
BOLD:ABZ3642	1
BOLD:ABZ3643	1
BOLD:ABZ3650	2
BOLD:ABZ3652	3
BOLD:ABZ3656	1
BOLD:ABZ3660	1
BOLD:ABZ3663	1
BOLD:ABZ3664	1
BOLD:ABZ3677	1
BOLD:ABZ3678	1
BOLD:ABZ3682	1
BOLD:ABZ3683	2
BOLD:ABZ3687	1
BOLD:ABZ3692	1
BOLD:ABZ3702	1
BOLD:ABZ3705	1
BOLD:ABZ3710	2
BOLD:ABZ3711	1
BOLD:ABZ3714	1
BOLD:ABZ3718	1
BOLD:ABZ3725	1
BOLD:ABZ3728	1
BOLD:ABZ3731	1
BOLD:ABZ3732	1
BOLD:ABZ3735	1
BOLD:ABZ3739	1
BOLD:ABZ3742	1
BOLD:ABZ3748	1
BOLD:ABZ3749	1
BOLD:ABZ3751	3
BOLD:ABZ3753	1
BOLD:ABZ3756	1
BOLD:ABZ3759	1
BOLD:ABZ3760	1
BOLD:ABZ3763	1
BOLD:ABZ3764	2
BOLD:ABZ3765	2
BOLD:ABZ3768	1
BOLD:ABZ3769	2
BOLD:ABZ3773	1
BOLD:ABZ3774	1
BOLD:ABZ3776	1
BOLD:ABZ3777	1
BOLD:ABZ3778	4
BOLD:ABZ3785	1
BOLD:ABZ3786	2
BOLD:ABZ3789	1
BOLD:ABZ3792	1
BOLD:ABZ3793	1
BOLD:ABZ3795	1
BOLD:ABZ3796	1
BOLD:ABZ3799	1
BOLD:ABZ3800	1
BOLD:ABZ3802	1
BOLD:ABZ3803	2
BOLD:ABZ3806	1
BOLD:ABZ3812	1
BOLD:ABZ3813	1
BOLD:ABZ3816	1
BOLD:ABZ3819	1
BOLD:ABZ3821	3
BOLD:ABZ3822	1
BOLD:ABZ3823	1
BOLD:ABZ3824	1
BOLD:ABZ3828	1
BOLD:ABZ3835	1
BOLD:ABZ3836	2
BOLD:ABZ3837	1
BOLD:ABZ3840	1
BOLD:ABZ3843	1
BOLD:ABZ3847	1
BOLD:ABZ3848	1
BOLD:ABZ3849	1
BOLD:ABZ3857	1
BOLD:ABZ3859	1
BOLD:ABZ3860	1
BOLD:ABZ3862	1
BOLD:ABZ3866	1
BOLD:ABZ3867	1
BOLD:ABZ3869	12
BOLD:ABZ3871	1
BOLD:ABZ3872	2
BOLD:ABZ3875	1
BOLD:ABZ3879	2
BOLD:ABZ3882	2
BOLD:ABZ3883	1
BOLD:ABZ3884	1
BOLD:ABZ3888	1
BOLD:ABZ3900	1
BOLD:ABZ3902	4
BOLD:ABZ3904	1
BOLD:ABZ3905	1
BOLD:ABZ3906	3
BOLD:ABZ3908	1
BOLD:ABZ3910	1
BOLD:ABZ3915	1
BOLD:ABZ3918	2
BOLD:ABZ3922	1
BOLD:ABZ3925	1
BOLD:ABZ3928	1
BOLD:ABZ3930	1
BOLD:ABZ3931	1
BOLD:ABZ3941	1
BOLD:ABZ3942	1
BOLD:ABZ3943	1
BOLD:ABZ3945	1
BOLD:ABZ3946	1
BOLD:ABZ3950	2
BOLD:ABZ3952	1
BOLD:ABZ3957	6
BOLD:ABZ3962	1
BOLD:ABZ3964	1
BOLD:ABZ3965	1
BOLD:ABZ3966	1
BOLD:ABZ3968	1
BOLD:ABZ3969	1
BOLD:ABZ3970	1
BOLD:ABZ3975	2
BOLD:ABZ3976	1
BOLD:ABZ3979	1
BOLD:ABZ3980	1
BOLD:ABZ3985	1
BOLD:ABZ3986	1
BOLD:ABZ3990	1
BOLD:ABZ3991	1
BOLD:ABZ3992	1
BOLD:ABZ4000	1
BOLD:ABZ4001	1
BOLD:ABZ4008	1
BOLD:ABZ4013	2
BOLD:ABZ4017	1
BOLD:ABZ4021	1
BOLD:ABZ4022	2
BOLD:ABZ4024	2
BOLD:ABZ4028	1
BOLD:ABZ4031	1
BOLD:ABZ4032	1
BOLD:ABZ4035	1
BOLD:ABZ4040	1
BOLD:ABZ4043	1
BOLD:ABZ4044	1
BOLD:ABZ4048	1
BOLD:ABZ4051	2
BOLD:ABZ4052	1
BOLD:ABZ4058	1
BOLD:ABZ4059	3
BOLD:ABZ4062	2
BOLD:ABZ4063	1
BOLD:ABZ4072	1
BOLD:ABZ4074	1
BOLD:ABZ4077	1
BOLD:ABZ4078	1
BOLD:ABZ4082	1
BOLD:ABZ4087	1
BOLD:ABZ4091	1
BOLD:ABZ4092	1
BOLD:ABZ4093	1
BOLD:ABZ4101	2
BOLD:ABZ4102	1
BOLD:ABZ4103	1
BOLD:ABZ4105	1
BOLD:ABZ4106	1
BOLD:ABZ4111	1
BOLD:ABZ4118	1
BOLD:ABZ4119	2
BOLD:ABZ4120	1
BOLD:ABZ4121	1
BOLD:ABZ4122	2
BOLD:ABZ4123	1
BOLD:ABZ4134	1
BOLD:ABZ4136	1
BOLD:ABZ4137	1
BOLD:ABZ4138	1
BOLD:ABZ4140	1
BOLD:ABZ4141	1
BOLD:ABZ4142	1
BOLD:ABZ4145	1
BOLD:ABZ4152	2
BOLD:ABZ4154	1
BOLD:ABZ4155	5
BOLD:ABZ4156	1
BOLD:ABZ4157	2
BOLD:ABZ4158	1
BOLD:ABZ4163	2
BOLD:ABZ4168	1
BOLD:ABZ4169	1
BOLD:ABZ4170	2
BOLD:ABZ4174	1
BOLD:ABZ4176	1
BOLD:ABZ4177	1
BOLD:ABZ4179	1
BOLD:ABZ4180	1
BOLD:ABZ4183	1
BOLD:ABZ4186	1
BOLD:ABZ4190	2
BOLD:ABZ4192	2
BOLD:ABZ4194	1
BOLD:ABZ4195	1
BOLD:ABZ4198	1
BOLD:ABZ4199	2
BOLD:ABZ4201	1
BOLD:ABZ4203	1
BOLD:ABZ4204	2
BOLD:ABZ4206	1
BOLD:ABZ4214	2
BOLD:ABZ4216	1
BOLD:ABZ4217	1
BOLD:ABZ4222	1
BOLD:ABZ4224	1
BOLD:ABZ4232	1
BOLD:ABZ4235	1
BOLD:ABZ4243	1
BOLD:ABZ4246	1
BOLD:ABZ4248	1
BOLD:ABZ4254	1
BOLD:ABZ4255	1
BOLD:ABZ4257	1
BOLD:ABZ4261	1
BOLD:ABZ4263	1
BOLD:ABZ4267	1
BOLD:ABZ4273	1
BOLD:ABZ4276	1
BOLD:ABZ4279	1
BOLD:ABZ4281	1
BOLD:ABZ4282	3
BOLD:ABZ4285	1
BOLD:ABZ4287	3
BOLD:ABZ4289	1
BOLD:ABZ4290	1
BOLD:ABZ4299	1
BOLD:ABZ4300	2
BOLD:ABZ4302	1
BOLD:ABZ4303	1
BOLD:ABZ4304	1
BOLD:ABZ4305	1
BOLD:ABZ4308	1
BOLD:ABZ4309	1
BOLD:ABZ4316	1
BOLD:ABZ4320	1
BOLD:ABZ4322	1
BOLD:ABZ4326	1
BOLD:ABZ4330	1
BOLD:ABZ4331	1
BOLD:ABZ4332	1
BOLD:ABZ4333	1
BOLD:ABZ4334	1
BOLD:ABZ4342	1
BOLD:ABZ4343	1
BOLD:ABZ4344	1
BOLD:ABZ4349	1
BOLD:ABZ4350	1
BOLD:ABZ4354	1
BOLD:ABZ4357	1
BOLD:ABZ4360	1
BOLD:ABZ4363	1
BOLD:ABZ4364	1
BOLD:ABZ4373	1
BOLD:ABZ4374	1
BOLD:ABZ4375	1
BOLD:ABZ4376	1
BOLD:ABZ4377	2
BOLD:ABZ4378	1
BOLD:ABZ4379	1
BOLD:ABZ4382	1
BOLD:ABZ4385	3
BOLD:ABZ4391	1
BOLD:ABZ4392	1
BOLD:ABZ4399	1
BOLD:ABZ4403	1
BOLD:ABZ4404	1
BOLD:ABZ4406	1
BOLD:ABZ4409	2
BOLD:ABZ4416	1
BOLD:ABZ4424	1
BOLD:ABZ4426	1
BOLD:ABZ4430	2
BOLD:ABZ4433	1
BOLD:ABZ4434	1
BOLD:ABZ4435	1
BOLD:ABZ4437	1
BOLD:ABZ4440	1
BOLD:ABZ4447	1
BOLD:ABZ4453	1
BOLD:ABZ4454	1
BOLD:ABZ4459	2
BOLD:ABZ4460	1
BOLD:ABZ4462	1
BOLD:ABZ4463	1
BOLD:ABZ4471	1
BOLD:ABZ4474	1
BOLD:ABZ4478	1
BOLD:ABZ4479	1
BOLD:ABZ4483	1
BOLD:ABZ4485	2
BOLD:ABZ4491	3
BOLD:ABZ4492	1
BOLD:ABZ4494	1
BOLD:ABZ4503	2
BOLD:ABZ4505	1
BOLD:ABZ4508	1
BOLD:ABZ4510	1
BOLD:ABZ4511	1
BOLD:ABZ4515	1
BOLD:ABZ4517	1
BOLD:ABZ4519	1
BOLD:ABZ4520	1
BOLD:ABZ4526	1
BOLD:ABZ4529	2
BOLD:ABZ4530	1
BOLD:ABZ4532	1
BOLD:ABZ4533	1
BOLD:ABZ4534	2
BOLD:ABZ4539	1
BOLD:ABZ4552	1
BOLD:ABZ4554	1
BOLD:ABZ4555	1
BOLD:ABZ4557	2
BOLD:ABZ4558	1
BOLD:ABZ4559	2
BOLD:ABZ4564	1
BOLD:ABZ4572	1
BOLD:ABZ4574	1
BOLD:ABZ4576	3
BOLD:ABZ4578	1
BOLD:ABZ4580	2
BOLD:ABZ4581	1
BOLD:ABZ4586	1
BOLD:ABZ4588	1
BOLD:ABZ4589	2
BOLD:ABZ4590	3
BOLD:ABZ4591	1
BOLD:ABZ4599	1
BOLD:ABZ4603	1
BOLD:ABZ4605	1
BOLD:ABZ4609	2
BOLD:ABZ4610	2
BOLD:ABZ4611	2
BOLD:ABZ4612	1
BOLD:ABZ4617	1
BOLD:ABZ4619	5
BOLD:ABZ4624	3
BOLD:ABZ4629	2
BOLD:ABZ4632	2
BOLD:ABZ4633	1
BOLD:ABZ4634	1
BOLD:ABZ4636	2
BOLD:ABZ4638	1
BOLD:ABZ4639	1
BOLD:ABZ4644	1
BOLD:ABZ4646	1
BOLD:ABZ4649	1
BOLD:ABZ4650	1
BOLD:ABZ4652	1
BOLD:ABZ4653	1
BOLD:ABZ4654	1
BOLD:ABZ4660	1
BOLD:ABZ4666	2
BOLD:ABZ4668	3
BOLD:ABZ4670	2
BOLD:ABZ4671	1
BOLD:ABZ4673	1
BOLD:ABZ4676	1
BOLD:ABZ4677	1
BOLD:ABZ4678	3
BOLD:ABZ4680	1
BOLD:ABZ4681	1
BOLD:ABZ4683	1
BOLD:ABZ4690	1
BOLD:ABZ4692	1
BOLD:ABZ4694	2
BOLD:ABZ4695	1
BOLD:ABZ4696	1
BOLD:ABZ4697	1
BOLD:ABZ4699	1
BOLD:ABZ4704	1
BOLD:ABZ4705	1
BOLD:ABZ4706	1
BOLD:ABZ4708	1
BOLD:ABZ4712	2
BOLD:ABZ4713	2
BOLD:ABZ4715	1
BOLD:ABZ4716	3
BOLD:ABZ4720	1
BOLD:ABZ4721	1
BOLD:ABZ4728	1
BOLD:ABZ4729	1
BOLD:ABZ4730	1
BOLD:ABZ4731	1
BOLD:ABZ4733	1
BOLD:ABZ4734	1
BOLD:ABZ4735	1
BOLD:ABZ4741	1
BOLD:ABZ4742	1
BOLD:ABZ4752	2
BOLD:ABZ4758	1
BOLD:ABZ4766	2
BOLD:ABZ4767	1
BOLD:ABZ4768	2
BOLD:ABZ4769	1
BOLD:ABZ4770	2
BOLD:ABZ4771	1
BOLD:ABZ4772	1
BOLD:ABZ4775	1
BOLD:ABZ4777	1
BOLD:ABZ4786	1
BOLD:ABZ4787	1
BOLD:ABZ4790	2
BOLD:ABZ4791	1
BOLD:ABZ4794	1
BOLD:ABZ4795	1
BOLD:ABZ4796	1
BOLD:ABZ4799	1
BOLD:ABZ4810	1
BOLD:ABZ4814	1
BOLD:ABZ4816	1
BOLD:ABZ4817	1
BOLD:ABZ4818	1
BOLD:ABZ4821	1
BOLD:ABZ4826	1
BOLD:ABZ4828	1
BOLD:ABZ4829	1
BOLD:ABZ4837	1
BOLD:ABZ4846	1
BOLD:ABZ4849	3
BOLD:ABZ4852	1
BOLD:ABZ4856	1
BOLD:ABZ4859	1
BOLD:ABZ4863	1
BOLD:ABZ4865	1
BOLD:ABZ4866	1
BOLD:ABZ4867	2
BOLD:ABZ4868	2
BOLD:ABZ4872	1
BOLD:ABZ4873	1
BOLD:ABZ4876	1
BOLD:ABZ4879	1
BOLD:ABZ4881	1
BOLD:ABZ4884	2
BOLD:ABZ4890	1
BOLD:ABZ4892	2
BOLD:ABZ4893	3
BOLD:ABZ4894	1
BOLD:ABZ4897	1
BOLD:ABZ4900	1
BOLD:ABZ4901	1
BOLD:ABZ4902	1
BOLD:ABZ4903	1
BOLD:ABZ4904	1
BOLD:ABZ4905	1
BOLD:ABZ4909	1
BOLD:ABZ4910	8
BOLD:ABZ4911	3
BOLD:ABZ4912	1
BOLD:ABZ4915	1
BOLD:ABZ4919	1
BOLD:ABZ4920	2
BOLD:ABZ4924	2
BOLD:ABZ4925	3
BOLD:ABZ4926	1
BOLD:ABZ4930	1
BOLD:ABZ4934	1
BOLD:ABZ4941	1
BOLD:ABZ4947	1
BOLD:ABZ4951	1
BOLD:ABZ4952	1
BOLD:ABZ4953	1
BOLD:ABZ4956	1
BOLD:ABZ4957	1
BOLD:ABZ4961	1
BOLD:ABZ4965	1
BOLD:ABZ4970	1
BOLD:ABZ4971	1
BOLD:ABZ4972	1
BOLD:ABZ4974	1
BOLD:ABZ4975	1
BOLD:ABZ4977	1
BOLD:ABZ4978	1
BOLD:ABZ4979	1
BOLD:ABZ4981	1
BOLD:ABZ4984	1
BOLD:ABZ4986	5
BOLD:ABZ4987	1
BOLD:ABZ4992	1
BOLD:ABZ4993	2
BOLD:ABZ4994	2
BOLD:ABZ4995	1
BOLD:ABZ4996	1
BOLD:ABZ5000	1
BOLD:ABZ5001	1
BOLD:ABZ5005	1
BOLD:ABZ5008	1
BOLD:ABZ5009	1
BOLD:ABZ5010	1
BOLD:ABZ5011	1
BOLD:ABZ5012	1
BOLD:ABZ5015	1
BOLD:ABZ5016	2
BOLD:ABZ5017	1
BOLD:ABZ5022	1
BOLD:ABZ5030	3
BOLD:ABZ5033	1
BOLD:ABZ5034	1
BOLD:ABZ5036	1
BOLD:ABZ5039	1
BOLD:ABZ5042	1
BOLD:ABZ5043	14
BOLD:ABZ5044	1
BOLD:ABZ5045	5
BOLD:ABZ5046	1
BOLD:ABZ5047	1
BOLD:ABZ5048	1
BOLD:ABZ5050	2
BOLD:ABZ5053	1
BOLD:ABZ5055	1
BOLD:ABZ5056	1
BOLD:ABZ5058	1
BOLD:ABZ5060	1
BOLD:ABZ5061	1
BOLD:ABZ5066	1
BOLD:ABZ5068	2
BOLD:ABZ5071	1
BOLD:ABZ5072	5
BOLD:ABZ5073	1
BOLD:ABZ5075	2
BOLD:ABZ5078	1
BOLD:ABZ5079	1
BOLD:ABZ5086	1
BOLD:ABZ5088	2
BOLD:ABZ5089	1
BOLD:ABZ5090	1
BOLD:ABZ5093	1
BOLD:ABZ5094	1
BOLD:ABZ5095	1
BOLD:ABZ5096	1
BOLD:ABZ5097	1
BOLD:ABZ5104	2
BOLD:ABZ5106	1
BOLD:ABZ5110	1
BOLD:ABZ5111	4
BOLD:ABZ5114	1
BOLD:ABZ5115	1
BOLD:ABZ5116	1
BOLD:ABZ5117	2
BOLD:ABZ5118	1
BOLD:ABZ5121	1
BOLD:ABZ5125	1
BOLD:ABZ5128	1
BOLD:ABZ5133	1
BOLD:ABZ5134	1
BOLD:ABZ5135	1
BOLD:ABZ5137	1
BOLD:ABZ5138	1
BOLD:ABZ5141	9
BOLD:ABZ5142	1
BOLD:ABZ5143	1
BOLD:ABZ5149	1
BOLD:ABZ5150	2
BOLD:ABZ5154	1
BOLD:ABZ5155	1
BOLD:ABZ5157	1
BOLD:ABZ5159	1
BOLD:ABZ5160	1
BOLD:ABZ5164	1
BOLD:ABZ5166	1
BOLD:ABZ5168	2
BOLD:ABZ5171	1
BOLD:ABZ5175	1
BOLD:ABZ5178	1
BOLD:ABZ5179	1
BOLD:ABZ5181	1
BOLD:ABZ5188	1
BOLD:ABZ5191	1
BOLD:ABZ5193	1
BOLD:ABZ5194	1
BOLD:ABZ5198	1
BOLD:ABZ5199	1
BOLD:ABZ5200	1
BOLD:ABZ5201	1
BOLD:ABZ5203	1
BOLD:ABZ5204	2
BOLD:ABZ5205	1
BOLD:ABZ5209	2
BOLD:ABZ5210	1
BOLD:ABZ5211	1
BOLD:ABZ5214	1
BOLD:ABZ5216	1
BOLD:ABZ5217	2
BOLD:ABZ5218	1
BOLD:ABZ5219	1
BOLD:ABZ5220	2
BOLD:ABZ5221	3
BOLD:ABZ5222	1
BOLD:ABZ5225	1
BOLD:ABZ5226	1
BOLD:ABZ5227	2
BOLD:ABZ5228	1
BOLD:ABZ5234	1
BOLD:ABZ5242	1
BOLD:ABZ5244	1
BOLD:ABZ5249	1
BOLD:ABZ5251	1
BOLD:ABZ5252	2
BOLD:ABZ5254	2
BOLD:ABZ5256	2
BOLD:ABZ5259	1
BOLD:ABZ5269	1
BOLD:ABZ5273	2
BOLD:ABZ5274	1
BOLD:ABZ5275	1
BOLD:ABZ5277	1
BOLD:ABZ5278	1
BOLD:ABZ5281	1
BOLD:ABZ5286	1
BOLD:ABZ5294	1
BOLD:ABZ5295	1
BOLD:ABZ5296	1
BOLD:ABZ5297	1
BOLD:ABZ5298	2
BOLD:ABZ5299	2
BOLD:ABZ5306	2
BOLD:ABZ5308	2
BOLD:ABZ5311	1
BOLD:ABZ5312	1
BOLD:ABZ5314	1
BOLD:ABZ5317	2
BOLD:ABZ5319	1
BOLD:ABZ5323	1
BOLD:ABZ5324	1
BOLD:ABZ5325	1
BOLD:ABZ5329	1
BOLD:ABZ5331	1
BOLD:ABZ5338	1
BOLD:ABZ5346	1
BOLD:ABZ5347	2
BOLD:ABZ5351	1
BOLD:ABZ5354	1
BOLD:ABZ5355	1
BOLD:ABZ5360	1
BOLD:ABZ5366	1
BOLD:ABZ5368	2
BOLD:ABZ5369	1
BOLD:ABZ5375	1
BOLD:ABZ5378	1
BOLD:ABZ5381	2
BOLD:ABZ5385	1
BOLD:ABZ5387	1
BOLD:ABZ5394	1
BOLD:ABZ5399	1
BOLD:ABZ5400	1
BOLD:ABZ5401	1
BOLD:ABZ5404	1
BOLD:ABZ5406	1
BOLD:ABZ5410	2
BOLD:ABZ5411	1
BOLD:ABZ5412	1
BOLD:ABZ5420	1
BOLD:ABZ5421	1
BOLD:ABZ5423	2
BOLD:ABZ5425	1
BOLD:ABZ5426	1
BOLD:ABZ5427	1
BOLD:ABZ5433	1
BOLD:ABZ5434	1
BOLD:ABZ5436	1
BOLD:ABZ5438	1
BOLD:ABZ5440	1
BOLD:ABZ5443	1
BOLD:ABZ5452	1
BOLD:ABZ5456	1
BOLD:ABZ5458	1
BOLD:ABZ5460	1
BOLD:ABZ5462	1
BOLD:ABZ5463	1
BOLD:ABZ5464	1
BOLD:ABZ5465	1
BOLD:ABZ5466	1
BOLD:ABZ5467	1
BOLD:ABZ5469	1
BOLD:ABZ5473	1
BOLD:ABZ5475	1
BOLD:ABZ5477	2
BOLD:ABZ5484	1
BOLD:ABZ5485	1
BOLD:ABZ5492	1
BOLD:ABZ5495	3
BOLD:ABZ5499	1
BOLD:ABZ5505	1
BOLD:ABZ5506	1
BOLD:ABZ5513	1
BOLD:ABZ5514	1
BOLD:ABZ5517	2
BOLD:ABZ5518	1
BOLD:ABZ5521	1
BOLD:ABZ5522	1
BOLD:ABZ5523	1
BOLD:ABZ5526	1
BOLD:ABZ5527	1
BOLD:ABZ5528	1
BOLD:ABZ5530	1
BOLD:ABZ5531	1
BOLD:ABZ5532	1
BOLD:ABZ5537	1
BOLD:ABZ5538	1
BOLD:ABZ5539	1
BOLD:ABZ5540	1
BOLD:ABZ5544	1
BOLD:ABZ5547	1
BOLD:ABZ5549	1
BOLD:ABZ5551	1
BOLD:ABZ5552	1
BOLD:ABZ5555	1
BOLD:ABZ5562	2
BOLD:ABZ5566	2
BOLD:ABZ5569	1
BOLD:ABZ5574	1
BOLD:ABZ5577	1
BOLD:ABZ5584	1
BOLD:ABZ5594	2
BOLD:ABZ5601	1
BOLD:ABZ5604	1
BOLD:ABZ5606	1
BOLD:ABZ5607	2
BOLD:ABZ5611	1
BOLD:ABZ5613	1
BOLD:ABZ5614	1
BOLD:ABZ5619	1
BOLD:ABZ5620	3
BOLD:ABZ5622	1
BOLD:ABZ5625	1
BOLD:ABZ5626	1
BOLD:ABZ5628	1
BOLD:ABZ5633	1
BOLD:ABZ5634	2
BOLD:ABZ5636	1
BOLD:ABZ5637	1
BOLD:ABZ5638	1
BOLD:ABZ5639	1
BOLD:ABZ5642	1
BOLD:ABZ5646	2
BOLD:ABZ5648	1
BOLD:ABZ5651	1
BOLD:ABZ5652	1
BOLD:ABZ5653	1
BOLD:ABZ5659	2
BOLD:ABZ5663	1
BOLD:ABZ5664	4
BOLD:ABZ5665	1
BOLD:ABZ5674	1
BOLD:ABZ5675	1
BOLD:ABZ5677	2
BOLD:ABZ5681	1
BOLD:ABZ5683	1
BOLD:ABZ5684	1
BOLD:ABZ5686	2
BOLD:ABZ5689	1
BOLD:ABZ5690	2
BOLD:ABZ5691	1
BOLD:ABZ5699	1
BOLD:ABZ5700	1
BOLD:ABZ5701	4
BOLD:ABZ5703	1
BOLD:ABZ5704	1
BOLD:ABZ5706	1
BOLD:ABZ5714	2
BOLD:ABZ5715	1
BOLD:ABZ5721	1
BOLD:ABZ5722	2
BOLD:ABZ5724	1
BOLD:ABZ5726	1
BOLD:ABZ5727	6
BOLD:ABZ5731	1
BOLD:ABZ5733	1
BOLD:ABZ5735	1
BOLD:ABZ5736	1
BOLD:ABZ5737	1
BOLD:ABZ5738	1
BOLD:ABZ5739	1
BOLD:ABZ5742	3
BOLD:ABZ5743	1
BOLD:ABZ5751	2
BOLD:ABZ5754	1
BOLD:ABZ5757	1
BOLD:ABZ5760	3
BOLD:ABZ5765	1
BOLD:ABZ5766	1
BOLD:ABZ5770	1
BOLD:ABZ5771	1
BOLD:ABZ5773	1
BOLD:ABZ5777	1
BOLD:ABZ5783	1
BOLD:ABZ5789	1
BOLD:ABZ5790	2
BOLD:ABZ5791	1
BOLD:ABZ5793	1
BOLD:ABZ5797	1
BOLD:ABZ5798	1
BOLD:ABZ5801	1
BOLD:ABZ5802	1
BOLD:ABZ5803	1
BOLD:ABZ5809	2
BOLD:ABZ5815	1
BOLD:ABZ5826	1
BOLD:ABZ5828	1
BOLD:ABZ5829	2
BOLD:ABZ5833	1
BOLD:ABZ5834	2
BOLD:ABZ5835	1
BOLD:ABZ5840	5
BOLD:ABZ5847	1
BOLD:ABZ5852	1
BOLD:ABZ5855	1
BOLD:ABZ5865	1
BOLD:ABZ5867	1
BOLD:ABZ5868	1
BOLD:ABZ5874	1
BOLD:ABZ5875	1
BOLD:ABZ5876	2
BOLD:ABZ5877	1
BOLD:ABZ5879	1
BOLD:ABZ5880	2
BOLD:ABZ5884	1
BOLD:ABZ5886	1
BOLD:ABZ5889	1
BOLD:ABZ5890	1
BOLD:ABZ5893	1
BOLD:ABZ5895	2
BOLD:ABZ5900	1
BOLD:ABZ5903	1
BOLD:ABZ5905	2
BOLD:ABZ5907	2
BOLD:ABZ5909	1
BOLD:ABZ5912	1
BOLD:ABZ5913	2
BOLD:ABZ5916	1
BOLD:ABZ5917	1
BOLD:ABZ5921	1
BOLD:ABZ5922	1
BOLD:ABZ5926	1
BOLD:ABZ5927	1
BOLD:ABZ5931	1
BOLD:ABZ5936	1
BOLD:ABZ5944	1
BOLD:ABZ5945	1
BOLD:ABZ5952	1
BOLD:ABZ5954	1
BOLD:ABZ5958	2
BOLD:ABZ5959	1
BOLD:ABZ5967	1
BOLD:ABZ5970	1
BOLD:ABZ5978	1
BOLD:ABZ5981	1
BOLD:ABZ5982	1
BOLD:ABZ5985	1
BOLD:ABZ5990	1
BOLD:ABZ5992	1
BOLD:ABZ5995	1
BOLD:ABZ5996	1
BOLD:ABZ5997	1
BOLD:ABZ5998	1
BOLD:ABZ6001	1
BOLD:ABZ6008	1
BOLD:ABZ6011	2
BOLD:ABZ6022	1
