bin_uri	species_per_bin
BOLD:AAE3029	1
BOLD:AAE3030	1
BOLD:AAE3031	1
BOLD:AAE3032	1
BOLD:AAE3033	1
BOLD:AAE3034	1
BOLD:AAE3036	1
BOLD:AAE3037	1
BOLD:AAE3038	1
BOLD:AAE3039	1
BOLD:AAE3040	1
BOLD:AAE3041	2
BOLD:AAE3042	2
BOLD:AAE3043	1
BOLD:AAE3044	1
BOLD:AAE3046	1
BOLD:AAE3049	1
BOLD:AAE3050	1
BOLD:AAE3051	1
BOLD:AAE3052	2
BOLD:AAE3053	1
BOLD:AAE3055	1
BOLD:AAE3056	1
BOLD:AAE3057	1
BOLD:AAE3058	1
BOLD:AAE3060	3
BOLD:AAE3061	1
BOLD:AAE3062	1
BOLD:AAE3063	1
BOLD:AAE3064	4
BOLD:AAE3065	1
BOLD:AAE3066	1
BOLD:AAE3067	2
BOLD:AAE3069	3
BOLD:AAE3070	1
BOLD:AAE3071	1
BOLD:AAE3073	1
BOLD:AAE3074	3
BOLD:AAE3075	1
BOLD:AAE3076	1
BOLD:AAE3077	1
BOLD:AAE3079	1
BOLD:AAE3080	1
BOLD:AAE3082	3
BOLD:AAE3083	5
BOLD:AAE3085	1
BOLD:AAE3086	1
BOLD:AAE3087	1
BOLD:AAE3088	1
BOLD:AAE3089	3
BOLD:AAE3090	2
BOLD:AAE3091	1
BOLD:AAE3092	4
BOLD:AAE3093	3
BOLD:AAE3094	1
BOLD:AAE3095	1
BOLD:AAE3096	1
BOLD:AAE3097	1
BOLD:AAE3098	1
BOLD:AAE3099	1
BOLD:AAE3100	1
BOLD:AAE3101	1
BOLD:AAE3102	1
BOLD:AAE3103	1
BOLD:AAE3104	2
BOLD:AAE3106	1
BOLD:AAE3108	1
BOLD:AAE3110	1
BOLD:AAE3111	5
BOLD:AAE3112	1
BOLD:AAE3113	1
BOLD:AAE3115	1
BOLD:AAE3116	1
BOLD:AAE3117	1
BOLD:AAE3118	1
BOLD:AAE3119	1
BOLD:AAE3120	1
BOLD:AAE3122	1
BOLD:AAE3123	1
BOLD:AAE3124	1
BOLD:AAE3128	1
BOLD:AAE3129	1
BOLD:AAE3130	1
BOLD:AAE3131	1
BOLD:AAE3132	1
BOLD:AAE3133	1
BOLD:AAE3134	1
BOLD:AAE3135	1
BOLD:AAE3136	2
BOLD:AAE3137	1
BOLD:AAE3138	2
BOLD:AAE3139	1
BOLD:AAE3140	1
BOLD:AAE3142	1
BOLD:AAE3143	1
BOLD:AAE3144	2
BOLD:AAE3147	4
BOLD:AAE3148	4
BOLD:AAE3150	3
BOLD:AAE3151	1
BOLD:AAE3152	1
BOLD:AAE3153	1
BOLD:AAE3154	1
BOLD:AAE3155	2
BOLD:AAE3156	3
BOLD:AAE3158	1
BOLD:AAE3159	1
BOLD:AAE3160	1
BOLD:AAE3161	1
BOLD:AAE3165	2
BOLD:AAE3166	1
BOLD:AAE3168	1
BOLD:AAE3169	1
BOLD:AAE3170	1
BOLD:AAE3171	1
BOLD:AAE3172	1
BOLD:AAE3173	1
BOLD:AAE3174	1
BOLD:AAE3175	1
BOLD:AAE3176	1
BOLD:AAE3178	1
BOLD:AAE3179	1
BOLD:AAE3180	1
BOLD:AAE3181	1
BOLD:AAE3182	1
BOLD:AAE3183	1
BOLD:AAE3184	1
BOLD:AAE3186	2
BOLD:AAE3188	1
BOLD:AAE3190	1
BOLD:AAE3191	1
BOLD:AAE3192	1
BOLD:AAE3193	1
BOLD:AAE3194	1
BOLD:AAE3195	1
BOLD:AAE3196	1
BOLD:AAE3198	1
BOLD:AAE3199	1
BOLD:AAE3200	1
BOLD:AAE3201	2
BOLD:AAE3202	3
BOLD:AAE3203	1
BOLD:AAE3204	1
BOLD:AAE3206	1
BOLD:AAE3207	1
BOLD:AAE3208	1
BOLD:AAE3209	1
BOLD:AAE3210	1
BOLD:AAE3211	1
BOLD:AAE3212	3
BOLD:AAE3213	1
BOLD:AAE3214	1
BOLD:AAE3216	1
BOLD:AAE3217	1
BOLD:AAE3220	3
BOLD:AAE3222	3
BOLD:AAE3224	1
BOLD:AAE3225	1
BOLD:AAE3226	1
BOLD:AAE3227	2
BOLD:AAE3231	1
BOLD:AAE3233	1
BOLD:AAE3234	1
BOLD:AAE3235	1
BOLD:AAE3236	1
BOLD:AAE3237	1
BOLD:AAE3238	2
BOLD:AAE3239	1
BOLD:AAE3240	2
BOLD:AAE3241	1
BOLD:AAE3242	1
BOLD:AAE3243	1
BOLD:AAE3245	1
BOLD:AAE3247	1
BOLD:AAE3250	1
BOLD:AAE3251	1
BOLD:AAE3252	1
BOLD:AAE3253	1
BOLD:AAE3254	1
BOLD:AAE3256	1
BOLD:AAE3257	1
BOLD:AAE3258	1
BOLD:AAE3259	1
BOLD:AAE3260	1
BOLD:AAE3262	1
BOLD:AAE3263	1
BOLD:AAE3264	1
BOLD:AAE3265	1
BOLD:AAE3266	1
BOLD:AAE3269	1
BOLD:AAE3272	1
BOLD:AAE3273	1
BOLD:AAE3274	1
BOLD:AAE3275	1
BOLD:AAE3276	1
BOLD:AAE3277	1
BOLD:AAE3278	1
BOLD:AAE3279	2
BOLD:AAE3280	1
BOLD:AAE3281	1
BOLD:AAE3282	1
BOLD:AAE3283	1
BOLD:AAE3284	3
BOLD:AAE3285	1
BOLD:AAE3286	3
BOLD:AAE3287	2
BOLD:AAE3288	1
BOLD:AAE3289	2
BOLD:AAE3290	1
BOLD:AAE3291	1
BOLD:AAE3292	1
BOLD:AAE3293	1
BOLD:AAE3294	1
BOLD:AAE3297	1
BOLD:AAE3298	1
BOLD:AAE3299	1
BOLD:AAE3300	1
BOLD:AAE3301	1
BOLD:AAE3302	3
BOLD:AAE3303	1
BOLD:AAE3304	1
BOLD:AAE3305	1
BOLD:AAE3306	1
BOLD:AAE3307	1
BOLD:AAE3308	1
BOLD:AAE3309	1
BOLD:AAE3310	1
BOLD:AAE3311	1
BOLD:AAE3312	1
BOLD:AAE3313	1
BOLD:AAE3315	1
BOLD:AAE3316	1
BOLD:AAE3317	2
BOLD:AAE3318	1
BOLD:AAE3319	1
BOLD:AAE3320	1
BOLD:AAE3321	1
BOLD:AAE3323	1
BOLD:AAE3324	2
BOLD:AAE3326	1
BOLD:AAE3327	2
BOLD:AAE3328	1
BOLD:AAE3329	1
BOLD:AAE3331	2
BOLD:AAE3332	1
BOLD:AAE3333	1
BOLD:AAE3334	1
BOLD:AAE3335	1
BOLD:AAE3336	1
BOLD:AAE3337	1
BOLD:AAE3338	1
BOLD:AAE3339	2
BOLD:AAE3340	1
BOLD:AAE3341	2
BOLD:AAE3342	1
BOLD:AAE3343	1
BOLD:AAE3344	1
BOLD:AAE3347	1
BOLD:AAE3348	2
BOLD:AAE3349	2
BOLD:AAE3350	1
BOLD:AAE3351	1
BOLD:AAE3352	1
BOLD:AAE3353	1
BOLD:AAE3355	1
BOLD:AAE3357	1
BOLD:AAE3358	1
BOLD:AAE3359	1
BOLD:AAE3360	1
BOLD:AAE3361	2
BOLD:AAE3362	2
BOLD:AAE3363	1
BOLD:AAE3365	1
BOLD:AAE3366	1
BOLD:AAE3367	1
BOLD:AAE3368	2
BOLD:AAE3369	1
BOLD:AAE3370	1
BOLD:AAE3371	1
BOLD:AAE3372	1
BOLD:AAE3373	1
BOLD:AAE3376	2
BOLD:AAE3377	1
BOLD:AAE3378	1
BOLD:AAE3379	1
BOLD:AAE3380	1
BOLD:AAE3381	2
BOLD:AAE3382	1
BOLD:AAE3383	1
BOLD:AAE3384	1
BOLD:AAE3385	1
BOLD:AAE3386	1
BOLD:AAE3387	2
BOLD:AAE3389	1
BOLD:AAE3391	2
BOLD:AAE3392	1
BOLD:AAE3393	1
BOLD:AAE3394	1
BOLD:AAE3395	2
BOLD:AAE3396	1
BOLD:AAE3397	1
BOLD:AAE3398	1
BOLD:AAE3399	1
BOLD:AAE3400	1
BOLD:AAE3401	1
BOLD:AAE3402	1
BOLD:AAE3403	1
BOLD:AAE3404	2
BOLD:AAE3405	1
BOLD:AAE3406	1
BOLD:AAE3407	2
BOLD:AAE3409	1
BOLD:AAE3411	1
BOLD:AAE3412	1
BOLD:AAE3414	1
BOLD:AAE3415	2
BOLD:AAE3416	1
BOLD:AAE3417	1
BOLD:AAE3418	1
BOLD:AAE3419	1
BOLD:AAE3420	1
BOLD:AAE3421	1
BOLD:AAE3423	1
BOLD:AAE3424	1
BOLD:AAE3425	1
BOLD:AAE3426	2
BOLD:AAE3427	2
BOLD:AAE3428	1
BOLD:AAE3430	1
BOLD:AAE3431	1
BOLD:AAE3432	1
BOLD:AAE3433	1
BOLD:AAE3434	1
BOLD:AAE3435	1
BOLD:AAE3437	1
BOLD:AAE3438	1
BOLD:AAE3439	3
BOLD:AAE3440	1
BOLD:AAE3441	2
BOLD:AAE3442	1
BOLD:AAE3443	1
BOLD:AAE3444	1
BOLD:AAE3445	1
BOLD:AAE3446	1
BOLD:AAE3447	2
BOLD:AAE3448	1
BOLD:AAE3449	1
BOLD:AAE3450	1
BOLD:AAE3451	1
BOLD:AAE3452	1
BOLD:AAE3455	1
BOLD:AAE3456	1
BOLD:AAE3457	1
BOLD:AAE3458	1
BOLD:AAE3459	1
BOLD:AAE3460	2
BOLD:AAE3461	1
BOLD:AAE3462	2
BOLD:AAE3463	1
BOLD:AAE3464	2
BOLD:AAE3466	1
BOLD:AAE3468	1
BOLD:AAE3469	2
BOLD:AAE3470	3
BOLD:AAE3471	1
BOLD:AAE3472	2
BOLD:AAE3473	1
BOLD:AAE3474	1
BOLD:AAE3475	1
BOLD:AAE3478	1
BOLD:AAE3479	1
BOLD:AAE3481	1
BOLD:AAE3483	1
BOLD:AAE3484	1
BOLD:AAE3485	1
BOLD:AAE3486	1
BOLD:AAE3487	1
BOLD:AAE3488	1
BOLD:AAE3489	1
BOLD:AAE3490	1
BOLD:AAE3491	1
BOLD:AAE3492	7
BOLD:AAE3493	8
BOLD:AAE3494	1
BOLD:AAE3495	3
BOLD:AAE3496	1
BOLD:AAE3497	1
BOLD:AAE3498	1
BOLD:AAE3501	1
BOLD:AAE3502	1
BOLD:AAE3503	1
BOLD:AAE3504	2
BOLD:AAE3506	1
BOLD:AAE3507	1
BOLD:AAE3508	1
BOLD:AAE3513	1
BOLD:AAE3514	1
BOLD:AAE3515	2
BOLD:AAE3516	1
BOLD:AAE3517	1
BOLD:AAE3518	1
BOLD:AAE3519	1
BOLD:AAE3520	1
BOLD:AAE3521	1
BOLD:AAE3522	1
BOLD:AAE3523	1
BOLD:AAE3524	1
BOLD:AAE3525	1
BOLD:AAE3526	1
BOLD:AAE3527	1
BOLD:AAE3528	1
BOLD:AAE3529	1
BOLD:AAE3530	1
BOLD:AAE3534	1
BOLD:AAE3535	1
BOLD:AAE3536	1
BOLD:AAE3537	1
BOLD:AAE3538	2
BOLD:AAE3539	1
BOLD:AAE3540	2
BOLD:AAE3542	3
BOLD:AAE3543	1
BOLD:AAE3544	2
BOLD:AAE3545	1
BOLD:AAE3546	1
BOLD:AAE3547	1
BOLD:AAE3548	1
BOLD:AAE3549	1
BOLD:AAE3550	1
BOLD:AAE3551	1
BOLD:AAE3552	1
BOLD:AAE3553	1
BOLD:AAE3554	2
BOLD:AAE3555	3
BOLD:AAE3556	3
BOLD:AAE3557	1
BOLD:AAE3558	1
BOLD:AAE3559	1
BOLD:AAE3560	1
BOLD:AAE3561	2
BOLD:AAE3562	3
BOLD:AAE3563	1
BOLD:AAE3564	1
BOLD:AAE3565	1
BOLD:AAE3566	1
BOLD:AAE3567	2
BOLD:AAE3568	1
BOLD:AAE3569	2
BOLD:AAE3570	2
BOLD:AAE3571	1
BOLD:AAE3572	1
BOLD:AAE3573	1
BOLD:AAE3575	2
BOLD:AAE3576	2
BOLD:AAE3577	2
BOLD:AAE3578	1
BOLD:AAE3579	2
BOLD:AAE3580	1
BOLD:AAE3581	1
BOLD:AAE3582	1
BOLD:AAE3585	1
BOLD:AAE3586	2
BOLD:AAE3587	5
BOLD:AAE3588	1
BOLD:AAE3590	2
BOLD:AAE3591	1
BOLD:AAE3592	1
BOLD:AAE3593	2
BOLD:AAE3594	1
BOLD:AAE3595	1
BOLD:AAE3596	1
BOLD:AAE3597	1
BOLD:AAE3598	1
BOLD:AAE3599	1
BOLD:AAE3600	1
BOLD:AAE3601	1
BOLD:AAE3602	1
BOLD:AAE3603	1
BOLD:AAE3604	1
BOLD:AAE3605	1
BOLD:AAE3606	1
BOLD:AAE3607	1
BOLD:AAE3609	1
BOLD:AAE3610	1
BOLD:AAE3611	1
BOLD:AAE3612	2
BOLD:AAE3613	1
BOLD:AAE3614	1
BOLD:AAE3615	1
BOLD:AAE3616	1
BOLD:AAE3617	1
BOLD:AAE3618	3
BOLD:AAE3619	1
BOLD:AAE3620	1
BOLD:AAE3621	1
BOLD:AAE3622	1
BOLD:AAE3623	1
BOLD:AAE3624	1
BOLD:AAE3625	1
BOLD:AAE3626	1
BOLD:AAE3627	1
BOLD:AAE3628	2
BOLD:AAE3629	1
BOLD:AAE3630	1
BOLD:AAE3631	1
BOLD:AAE3632	1
BOLD:AAE3634	1
BOLD:AAE3635	2
BOLD:AAE3636	1
BOLD:AAE3637	1
BOLD:AAE3638	1
BOLD:AAE3639	2
BOLD:AAE3640	1
BOLD:AAE3641	1
BOLD:AAE3642	1
BOLD:AAE3643	1
BOLD:AAE3644	1
BOLD:AAE3645	1
BOLD:AAE3647	1
BOLD:AAE3650	1
BOLD:AAE3651	1
BOLD:AAE3652	1
BOLD:AAE3653	1
BOLD:AAE3654	3
BOLD:AAE3655	1
BOLD:AAE3659	1
BOLD:AAE3661	1
BOLD:AAE3663	1
BOLD:AAE3664	1
BOLD:AAE3665	1
BOLD:AAE3668	2
BOLD:AAE3669	1
BOLD:AAE3671	1
BOLD:AAE3673	1
BOLD:AAE3674	1
BOLD:AAE3675	1
BOLD:AAE3676	1
BOLD:AAE3677	1
BOLD:AAE3679	1
BOLD:AAE3680	2
BOLD:AAE3682	1
BOLD:AAE3683	1
BOLD:AAE3684	1
BOLD:AAE3685	1
BOLD:AAE3686	1
BOLD:AAE3687	1
BOLD:AAE3688	2
BOLD:AAE3689	2
BOLD:AAE3690	1
BOLD:AAE3692	2
BOLD:AAE3693	1
BOLD:AAE3694	1
BOLD:AAE3695	1
BOLD:AAE3696	1
BOLD:AAE3697	1
BOLD:AAE3698	1
BOLD:AAE3699	1
BOLD:AAE3700	1
BOLD:AAE3703	1
BOLD:AAE3704	1
BOLD:AAE3705	1
BOLD:AAE3706	2
BOLD:AAE3707	2
BOLD:AAE3708	1
BOLD:AAE3709	2
BOLD:AAE3712	1
BOLD:AAE3713	1
BOLD:AAE3714	1
BOLD:AAE3716	1
BOLD:AAE3717	1
BOLD:AAE3718	1
BOLD:AAE3719	1
BOLD:AAE3720	1
BOLD:AAE3721	1
BOLD:AAE3723	1
BOLD:AAE3725	1
BOLD:AAE3726	1
BOLD:AAE3727	1
BOLD:AAE3728	1
BOLD:AAE3729	2
BOLD:AAE3730	1
BOLD:AAE3731	1
BOLD:AAE3732	1
BOLD:AAE3733	2
BOLD:AAE3734	1
BOLD:AAE3735	1
BOLD:AAE3736	1
BOLD:AAE3737	3
BOLD:AAE3738	5
BOLD:AAE3739	2
BOLD:AAE3740	1
BOLD:AAE3741	1
BOLD:AAE3742	1
BOLD:AAE3743	1
BOLD:AAE3744	1
BOLD:AAE3746	1
BOLD:AAE3747	1
BOLD:AAE3748	3
BOLD:AAE3749	1
BOLD:AAE3750	1
BOLD:AAE3751	1
BOLD:AAE3753	1
BOLD:AAE3754	1
BOLD:AAE3756	1
BOLD:AAE3757	4
BOLD:AAE3758	1
BOLD:AAE3759	2
BOLD:AAE3760	1
BOLD:AAE3761	2
BOLD:AAE3762	1
BOLD:AAE3763	1
BOLD:AAE3764	1
BOLD:AAE3768	1
BOLD:AAE3769	1
BOLD:AAE3770	1
BOLD:AAE3772	2
BOLD:AAE3773	1
BOLD:AAE3774	1
BOLD:AAE3775	1
BOLD:AAE3776	1
BOLD:AAE3777	1
BOLD:AAE3779	1
BOLD:AAE3780	2
BOLD:AAE3781	1
BOLD:AAE3782	2
BOLD:AAE3783	1
BOLD:AAE3784	1
BOLD:AAE3785	2
BOLD:AAE3786	1
BOLD:AAE3787	1
BOLD:AAE3788	1
BOLD:AAE3789	1
BOLD:AAE3791	1
BOLD:AAE3792	1
BOLD:AAE3793	1
BOLD:AAE3794	1
BOLD:AAE3795	1
BOLD:AAE3796	2
BOLD:AAE3797	1
BOLD:AAE3798	2
BOLD:AAE3799	1
BOLD:AAE3800	1
BOLD:AAE3801	1
BOLD:AAE3805	1
BOLD:AAE3806	1
BOLD:AAE3807	2
BOLD:AAE3808	1
BOLD:AAE3809	1
BOLD:AAE3810	1
BOLD:AAE3811	2
BOLD:AAE3813	1
BOLD:AAE3815	1
BOLD:AAE3816	1
BOLD:AAE3817	1
BOLD:AAE3818	1
BOLD:AAE3819	1
BOLD:AAE3820	1
BOLD:AAE3821	3
BOLD:AAE3822	1
BOLD:AAE3823	1
BOLD:AAE3824	1
BOLD:AAE3825	2
BOLD:AAE3826	1
BOLD:AAE3829	1
BOLD:AAE3830	2
BOLD:AAE3831	2
BOLD:AAE3832	1
BOLD:AAE3833	1
BOLD:AAE3834	1
BOLD:AAE3835	1
BOLD:AAE3836	1
BOLD:AAE3837	1
BOLD:AAE3838	1
BOLD:AAE3839	1
BOLD:AAE3840	2
BOLD:AAE3841	1
BOLD:AAE3843	1
BOLD:AAE3844	1
BOLD:AAE3845	1
BOLD:AAE3846	2
BOLD:AAE3847	1
BOLD:AAE3849	1
BOLD:AAE3850	1
BOLD:AAE3851	1
BOLD:AAE3852	1
BOLD:AAE3853	1
BOLD:AAE3854	1
BOLD:AAE3856	1
BOLD:AAE3857	1
BOLD:AAE3858	1
BOLD:AAE3859	1
BOLD:AAE3860	2
BOLD:AAE3861	2
BOLD:AAE3862	2
BOLD:AAE3863	2
BOLD:AAE3864	2
BOLD:AAE3865	1
BOLD:AAE3866	1
BOLD:AAE3868	3
BOLD:AAE3869	3
BOLD:AAE3870	1
BOLD:AAE3872	1
BOLD:AAE3873	1
BOLD:AAE3874	1
BOLD:AAE3875	2
BOLD:AAE3876	1
BOLD:AAE3877	1
BOLD:AAE3878	1
BOLD:AAE3879	1
BOLD:AAE3880	2
BOLD:AAE3881	1
BOLD:AAE3882	1
BOLD:AAE3885	1
BOLD:AAE3886	1
BOLD:AAE3887	1
BOLD:AAE3888	1
BOLD:AAE3889	1
BOLD:AAE3891	1
BOLD:AAE3892	1
BOLD:AAE3894	1
BOLD:AAE3895	1
BOLD:AAE3896	1
BOLD:AAE3897	1
BOLD:AAE3898	1
BOLD:AAE3899	1
BOLD:AAE3900	1
BOLD:AAE3904	1
BOLD:AAE3906	1
BOLD:AAE3907	3
BOLD:AAE3908	2
BOLD:AAE3909	1
BOLD:AAE3910	1
BOLD:AAE3911	1
BOLD:AAE3912	1
BOLD:AAE3913	1
BOLD:AAE3914	1
BOLD:AAE3917	1
BOLD:AAE3918	1
BOLD:AAE3920	1
BOLD:AAE3921	1
BOLD:AAE3922	1
BOLD:AAE3923	1
BOLD:AAE3924	1
BOLD:AAE3925	1
BOLD:AAE3927	1
BOLD:AAE3929	1
BOLD:AAE3931	1
BOLD:AAE3932	1
BOLD:AAE3933	2
BOLD:AAE3934	1
BOLD:AAE3935	1
BOLD:AAE3937	1
BOLD:AAE3938	1
BOLD:AAE3940	1
BOLD:AAE3941	1
BOLD:AAE3942	1
BOLD:AAE3943	1
BOLD:AAE3944	1
BOLD:AAE3946	1
BOLD:AAE3947	2
BOLD:AAE3948	1
BOLD:AAE3949	2
BOLD:AAE3950	2
BOLD:AAE3955	1
BOLD:AAE3956	1
BOLD:AAE3957	1
BOLD:AAE3958	1
BOLD:AAE3959	9
BOLD:AAE3961	2
BOLD:AAE3962	1
BOLD:AAE3963	1
BOLD:AAE3964	1
BOLD:AAE3965	1
BOLD:AAE3966	1
BOLD:AAE3967	1
BOLD:AAE3968	2
BOLD:AAE3970	2
BOLD:AAE3971	2
BOLD:AAE3972	4
BOLD:AAE3975	1
BOLD:AAE3976	1
BOLD:AAE3978	1
BOLD:AAE3979	1
BOLD:AAE3980	1
BOLD:AAE3983	1
BOLD:AAE3984	1
BOLD:AAE3985	2
BOLD:AAE3987	1
BOLD:AAE3988	1
BOLD:AAE3990	1
BOLD:AAE3991	1
BOLD:AAE3993	1
BOLD:AAE3994	1
BOLD:AAE3995	1
BOLD:AAE3996	1
BOLD:AAE3998	1
BOLD:AAE3999	1
BOLD:AAE4000	1
BOLD:AAE4001	1
BOLD:AAE4002	1
BOLD:AAE4003	1
BOLD:AAE4004	2
BOLD:AAE4005	3
BOLD:AAE4006	1
BOLD:AAE4007	1
BOLD:AAE4008	1
BOLD:AAE4010	4
BOLD:AAE4014	2
BOLD:AAE4015	5
BOLD:AAE4016	1
BOLD:AAE4017	1
BOLD:AAE4019	1
BOLD:AAE4020	1
BOLD:AAE4021	1
BOLD:AAE4022	1
BOLD:AAE4025	1
BOLD:AAE4029	1
BOLD:AAE4031	1
BOLD:AAE4032	1
BOLD:AAE4035	1
BOLD:AAE4036	1
BOLD:AAE4038	1
BOLD:AAE4039	1
BOLD:AAE4040	1
BOLD:AAE4041	1
BOLD:AAE4042	1
BOLD:AAE4043	1
BOLD:AAE4044	1
BOLD:AAE4046	1
BOLD:AAE4047	1
BOLD:AAE4048	2
BOLD:AAE4049	1
BOLD:AAE4050	1
BOLD:AAE4051	1
BOLD:AAE4052	2
BOLD:AAE4053	1
BOLD:AAE4054	1
BOLD:AAE4055	1
BOLD:AAE4056	1
BOLD:AAE4057	1
BOLD:AAE4058	1
BOLD:AAE4059	1
BOLD:AAE4060	1
BOLD:AAE4061	1
BOLD:AAE4062	1
BOLD:AAE4063	1
BOLD:AAE4064	1
BOLD:AAE4065	1
BOLD:AAE4066	1
BOLD:AAE4067	1
BOLD:AAE4068	1
BOLD:AAE4069	1
BOLD:AAE4071	1
BOLD:AAE4072	1
BOLD:AAE4073	1
BOLD:AAE4074	1
BOLD:AAE4076	1
BOLD:AAE4077	1
BOLD:AAE4079	1
BOLD:AAE4080	1
BOLD:AAE4081	1
BOLD:AAE4082	1
BOLD:AAE4083	1
BOLD:AAE4084	1
BOLD:AAE4085	1
BOLD:AAE4086	1
BOLD:AAE4087	1
BOLD:AAE4088	1
BOLD:AAE4089	1
BOLD:AAE4092	1
BOLD:AAE4093	1
BOLD:AAE4094	1
BOLD:AAE4095	1
BOLD:AAE4096	1
BOLD:AAE4097	1
BOLD:AAE4098	1
BOLD:AAE4099	2
BOLD:AAE4100	1
BOLD:AAE4101	2
BOLD:AAE4103	1
BOLD:AAE4104	2
BOLD:AAE4105	2
BOLD:AAE4106	2
BOLD:AAE4107	1
BOLD:AAE4108	1
BOLD:AAE4109	1
BOLD:AAE4110	2
BOLD:AAE4111	1
BOLD:AAE4112	1
BOLD:AAE4113	1
BOLD:AAE4115	2
BOLD:AAE4116	1
BOLD:AAE4117	1
BOLD:AAE4118	1
BOLD:AAE4119	1
BOLD:AAE4120	1
BOLD:AAE4122	1
BOLD:AAE4123	1
BOLD:AAE4124	1
BOLD:AAE4125	1
BOLD:AAE4126	1
BOLD:AAE4127	1
BOLD:AAE4128	1
BOLD:AAE4129	1
BOLD:AAE4131	1
BOLD:AAE4132	1
BOLD:AAE4133	2
BOLD:AAE4134	1
BOLD:AAE4135	2
BOLD:AAE4136	2
BOLD:AAE4137	2
BOLD:AAE4139	1
BOLD:AAE4140	1
BOLD:AAE4141	3
BOLD:AAE4142	1
BOLD:AAE4143	1
BOLD:AAE4144	3
BOLD:AAE4145	1
BOLD:AAE4147	1
BOLD:AAE4148	1
BOLD:AAE4149	1
BOLD:AAE4150	1
BOLD:AAE4151	1
BOLD:AAE4152	1
BOLD:AAE4153	2
BOLD:AAE4155	1
BOLD:AAE4156	1
BOLD:AAE4158	2
BOLD:AAE4159	1
BOLD:AAE4161	1
BOLD:AAE4162	3
BOLD:AAE4164	1
BOLD:AAE4166	1
BOLD:AAE4167	1
BOLD:AAE4168	2
BOLD:AAE4169	1
BOLD:AAE4171	1
BOLD:AAE4172	1
BOLD:AAE4173	3
BOLD:AAE4174	1
BOLD:AAE4175	4
BOLD:AAE4176	1
BOLD:AAE4178	1
BOLD:AAE4179	1
BOLD:AAE4180	2
BOLD:AAE4181	1
BOLD:AAE4182	1
BOLD:AAE4183	1
BOLD:AAE4184	1
BOLD:AAE4190	1
BOLD:AAE4191	1
BOLD:AAE4192	1
BOLD:AAE4197	1
BOLD:AAE4199	1
BOLD:AAE4200	1
BOLD:AAE4201	2
BOLD:AAE4202	1
BOLD:AAE4203	1
BOLD:AAE4204	1
BOLD:AAE4206	1
BOLD:AAE4207	1
BOLD:AAE4208	1
BOLD:AAE4209	3
BOLD:AAE4210	1
BOLD:AAE4211	1
BOLD:AAE4212	1
BOLD:AAE4215	1
BOLD:AAE4216	1
BOLD:AAE4217	1
BOLD:AAE4218	1
BOLD:AAE4219	1
BOLD:AAE4220	1
BOLD:AAE4221	1
BOLD:AAE4223	2
BOLD:AAE4224	1
BOLD:AAE4226	1
BOLD:AAE4227	1
BOLD:AAE4228	1
BOLD:AAE4229	1
BOLD:AAE4230	2
BOLD:AAE4231	3
BOLD:AAE4232	1
BOLD:AAE4233	1
BOLD:AAE4234	1
BOLD:AAE4235	1
BOLD:AAE4236	1
BOLD:AAE4237	1
BOLD:AAE4239	5
BOLD:AAE4240	1
BOLD:AAE4241	2
BOLD:AAE4243	1
BOLD:AAE4244	1
BOLD:AAE4245	1
BOLD:AAE4246	1
BOLD:AAE4247	1
BOLD:AAE4252	1
BOLD:AAE4253	1
BOLD:AAE4255	1
BOLD:AAE4256	1
BOLD:AAE4257	2
BOLD:AAE4258	1
BOLD:AAE4259	1
BOLD:AAE4261	1
BOLD:AAE4262	1
BOLD:AAE4263	1
BOLD:AAE4264	1
BOLD:AAE4265	1
BOLD:AAE4266	2
BOLD:AAE4267	1
BOLD:AAE4268	1
BOLD:AAE4269	1
BOLD:AAE4270	1
BOLD:AAE4271	1
BOLD:AAE4272	1
BOLD:AAE4273	1
BOLD:AAE4274	1
BOLD:AAE4275	1
BOLD:AAE4276	1
BOLD:AAE4277	1
BOLD:AAE4279	1
BOLD:AAE4280	1
BOLD:AAE4281	1
BOLD:AAE4282	1
BOLD:AAE4283	1
BOLD:AAE4284	1
BOLD:AAE4286	1
BOLD:AAE4287	1
BOLD:AAE4288	1
BOLD:AAE4289	1
BOLD:AAE4291	1
BOLD:AAE4292	4
BOLD:AAE4293	1
BOLD:AAE4294	1
BOLD:AAE4298	1
BOLD:AAE4299	1
BOLD:AAE4301	1
BOLD:AAE4302	1
BOLD:AAE4304	1
BOLD:AAE4305	1
BOLD:AAE4307	1
BOLD:AAE4308	1
BOLD:AAE4309	1
BOLD:AAE4310	1
BOLD:AAE4311	1
BOLD:AAE4313	1
BOLD:AAE4314	2
BOLD:AAE4315	2
BOLD:AAE4316	1
BOLD:AAE4317	1
BOLD:AAE4319	1
BOLD:AAE4320	1
BOLD:AAE4321	3
BOLD:AAE4323	1
BOLD:AAE4324	1
BOLD:AAE4325	1
BOLD:AAE4326	1
BOLD:AAE4327	1
BOLD:AAE4328	1
BOLD:AAE4329	1
BOLD:AAE4330	1
BOLD:AAE4331	3
BOLD:AAE4332	1
BOLD:AAE4333	1
BOLD:AAE4334	1
BOLD:AAE4335	1
BOLD:AAE4336	1
BOLD:AAE4337	1
BOLD:AAE4338	1
BOLD:AAE4339	1
BOLD:AAE4340	2
BOLD:AAE4341	2
BOLD:AAE4343	1
BOLD:AAE4344	2
BOLD:AAE4345	2
BOLD:AAE4348	1
